Número;Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Texto Cajetines
16.26;446358,03;4480611,36;03-01-12;16  HORTALEZA;16-06 VALDEFUENTES;VIA DE LOS POBLADOS, CALLE;S/N;Taxi;Línea;8;
16.27 a;443806,19;4480402,46;06-02-15;16  HORTALEZA;16-05 APÓSTOL SANTIAGO;BURGO DE OSMA, CALLE, DE;81;Taxi;Línea;2;
16.27 b;443812,87;4480421,8;06-02-15;16  HORTALEZA;16-05 APÓSTOL SANTIAGO;SAN LUIS, AVENIDA, DE;S/N;Taxi;Línea;4;
16.28;446122,98;4479353,02;23-02-13;16  HORTALEZA;16-03 CANILLAS;MACHUPICHU, AVENIDA, DE;S/N;Taxi;Línea;5;
16.29;444708,26;4484732,95;21-04-05;16  HORTALEZA;16-06 VALDEFUENTES;MEDIODIA, CARRETERA, DEL;30;Taxi;Línea;6;
16.30;447794,81;4482726;29-12-15;16  HORTALEZA;16-06 VALDEFUENTES;LUIS MOYA BLANCO, CALLE, DE;8;Taxi;Línea;2;
16.31;444335,18;4480260,26;15-06-17;16  HORTALEZA;16-04 PINAR DEL REY;SAN LUIS, AVENIDA, DE;25;Taxi;Línea;2;
16.32;447773,76;4482826,06;16-03-18;16  HORTALEZA;16-06 VALDEFUENTES;LUIS MOYA BLANCO, CALLE, DE;15;Taxi;Línea;2;DE LUNES A VIERNES DE 9 A 14 H.
17.01;440967,36;4467998,64;01-07-10;17  VILLAVERDE;17-05 LOS ÁNGELES;LA VERBENA DE LA PALOMA, AVENIDA, DE;3;Taxi;Línea;12;
17.04;441273,8;4467026,19;13-04-07;17  VILLAVERDE;17-04 LOS ROSALES;JUAN JOSE MARTINEZ SECO, CALLE, DE;S/N;Taxi;Línea;3;
17.09;439784,53;4466455,68;14-01-05;17  VILLAVERDE;17-01 CASCO HISTÓRICO DE VILLAVERDE;ALBERTO PALACIOS, PASEO, DE;1;Taxi;Línea;3;
18.07;448218,15;4470323,27;01-02-05;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;SANTA EUGENIA, AVENIDA, DE;Fte 48;Taxi;Línea;2;Excepto de 20 a 8 h.
18.09 a;447252,26;4470095,26;04-10-04;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;REAL DE ARGANDA, CALLE;1;Taxi;Línea;3;
18.09 b;447230,06;4470109,92;31-01-05;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA GADOR, CALLE, DE LA;47;Taxi;Línea;1;
18.09 c;447215,4;4470118,1;31-01-05;18  VILLA DE VALLECAS;18-01 CASCO HISTÓRICO DE VALLECAS;SIERRA GADOR, CALLE, DE LA;45;Taxi;Línea;2;
18.10;448728,65;4470350,62;22-01-15;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;POZA DE LA SAL, CALLE, DE;S/N;Taxi;Batería;5;Laborables de Lunes a Viernes de 6 a 21 h.
18.11;447636,1;4470903,04;29-02-08;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;SABINO FERNANDEZ CAMPO, CALLE, DE;Fte 5;Taxi;Línea;4;
18.12 a;449174,91;4468644,96;21-05-12;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;LAS SUERTES, AVENIDA, DE;53;Taxi;Línea;2;
18.12 b;449144,66;4468664,83;04-05-10;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;LAS SUERTES, AVENIDA, DE;53;Taxi;Línea;3;
18.13;448751,1;4470155,91;21-05-12;18  VILLA DE VALLECAS;18-02 SANTA EUGENIA;FUENTESPINA, CALLE, DE;2 A;Taxi;Línea;2;Lunes a viernes de 8 a 21 h.
18.14;448826,11;4468511,35;21-05-12;18  VILLA DE VALLECAS;18-03 ENSANCHE DE VALLECAS;ENSANCHE DE VALLECAS, AVENIDA, DEL;49;Taxi;Línea;3;Laborables de 8 a 20 h.
19.06;448375,57;4472804,75;30-10-09;19  VICÁLVARO;19-01 CASCO HISTÓRICO DE VICÁLVARO;SAN CIPRIANO, CALLE, DE;11;Taxi;Línea;3;
19.08;447243,81;4472089,94;18-02-05;19  VICÁLVARO;19-02 VALDEBERNARDO;JOSE PRAT, BULEVAR, DE;21;Taxi;Línea;5;
19.09;447230,52;4472333,17;15-01-15;19  VICÁLVARO;19-02 VALDEBERNARDO;INDALECIO PRIETO, BULEVAR, DE;26;Taxi;Línea;3;Laborables de Lunes a Viernes de 6 a 19 h.
19.11;449350,15;4472518,34;31-05-15;19  VICÁLVARO;19-03 VALDERRIBAS;GRAN VIA DEL ESTE, AVENIDA, DE LA;14;Taxi;Línea;3;LABORABLES DE LUNES A VIERNES DE 6:00 A 19:00 H
19.14;447953,78;4473113,62;16-08-18;19  VICÁLVARO;19-01 CASCO HISTÓRICO DE VICÁLVARO;CALAHORRA, CALLE, DE;114;Taxi;Línea;2;Laborables de Lunes a Viernes de 6 a 19.00 h
20.01;446791,09;4474927,75;11-02-05;20  SAN BLAS-CANILLEJAS;20-03 AMPOSTA;INSTITUCION LIBRE DE ENSEÑANZA, AVENIDA, DE LA;89;Taxi;Línea;5;
20.02;446393,61;4475657,67;08-03-05;20  SAN BLAS-CANILLEJAS;20-01 SIMANCAS;INSTITUCION LIBRE DE ENSEÑANZA, AVENIDA, DE LA;49;Taxi;Línea;6;
20.03;447344,12;4475096,99;13-06-01;20  SAN BLAS-CANILLEJAS;20-03 AMPOSTA;AMPOSTA, CALLE, DE;S/N;Taxi;Línea;5;
20.07;448322,08;4477702,94;23-02-10;20  SAN BLAS-CANILLEJAS;20-07 CANILLEJAS;ALCALA, CALLE, DE;628;Taxi;Línea;4;
20.08;447767,6;4475645,87;15-01-15;20  SAN BLAS-CANILLEJAS;20-02 HELLÍN;HELLIN, AVENIDA, DE;42;Taxi;Batería;3;Laborables de Lunes a Viernes de 8 a 19 h.
20.09 b;446700,16;4477640,98;04-03-05;20  SAN BLAS-CANILLEJAS;20-08 SALVADOR;JUAN IGNACIO LUCA DE TENA, CALLE, DE;34;Taxi;Línea;5;
20.10;447308,92;4474459,5;17-01-15;20  SAN BLAS-CANILLEJAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;4;Taxi;Línea;5;
20.14;448522,85;4475635,32;15-01-15;20  SAN BLAS-CANILLEJAS;20-05 ROSAS;NIZA, AVENIDA, DE;37;Taxi;Línea;3;Laborables de Lunes a Viernes de 6 a 19 h.
20.15;447870,64;4477351,72;16-01-15;20  SAN BLAS-CANILLEJAS;20-07 CANILLEJAS;ALCALA, CALLE, DE;581;Taxi;Línea;4;Laborables de Lunes a Viernes de 6 a 19 h.
20.16;448714,35;4475403,52;17-01-15;20  SAN BLAS-CANILLEJAS;20-05 ROSAS;SUECIA, CALLE, DE;64;Taxi;Línea;2;Laborables de Lunes a Viernes de 6 a 19 h.
20.17;451109,14;4477710,45;16-01-15;20  SAN BLAS-CANILLEJAS;20-06 REJAS;BELFAST, CALLE, DE;frente 11;Taxi;Línea;3;Laborables de Lunes a Viernes de 6 a 19 h.
20.18;446402,09;4476723,68;26-04-04;20  SAN BLAS-CANILLEJAS;20-01 SIMANCAS;ALCALA, CALLE, DE;476;Taxi;Línea;2;Laborables de Lunes a Viernes de 8 a 19 h.
20.19;446359,42;4476106,67;18-10-04;20  SAN BLAS-CANILLEJAS;20-01 SIMANCAS;JULIAN CAMARILLO, CALLE, DE;Fte 4;Taxi;Línea;3;
20.20;446001,45;4477646,44;15-12-08;20  SAN BLAS-CANILLEJAS;20-08 SALVADOR;JUAN RIZI, CALLE, DE;5;Taxi;Línea;3;
20.21;450586,39;4477438,83;16-01-15;20  SAN BLAS-CANILLEJAS;20-06 REJAS;CAMPEZO, CALLE, DE;S/N;Taxi;Línea;2;Laborables de Lunes a Viernes de 6 a 21 h.
20.22;445608,48;4477777,87;25-06-09;20  SAN BLAS-CANILLEJAS;20-08 SALVADOR;JOSEFA VALCARCEL, CALLE, DE;40;Taxi;Batería;3;
20.23;448520,15;4475068,57;15-01-15;20  SAN BLAS-CANILLEJAS;20-05 ROSAS;GINEBRA, PASEO, DE;8;Taxi;Línea;3;Laborables de Lunes a Viernes de 6 a 19 h.
20.25;450621,93;4477641,93;09-05-11;20  SAN BLAS-CANILLEJAS;20-06 REJAS;CAMPEZO, CALLE, DE;1;Taxi;Línea;5;
20.26;450617,78;4477596,94;09-05-11;20  SAN BLAS-CANILLEJAS;20-06 REJAS;CAMPEZO, CALLE, DE;3;Taxi;Línea;5;
20.27;447432,86;4477043,35;19-07-11;20  SAN BLAS-CANILLEJAS;20-01 SIMANCAS;CRONOS, CALLE, DE;Fte 69;Taxi;Línea;4;
20.28;448600,86;4476071,25;15-09-17;20  SAN BLAS-CANILLEJAS;20-05 ROSAS;SUECIA, CALLE, DE;100 E;Taxi;Línea;5;
20.30;447062,76;4477651,28;09-07-18;20  SAN BLAS-CANILLEJAS;20-08 SALVADOR;MARQUESADO DE SANTA MARTA, CALLE, DEL;7;Taxi;Batería;3;
20.31;446519,65;4476410,9;23-07-18;20  SAN BLAS-CANILLEJAS;20-01 SIMANCAS;ALBASANZ, CALLE, DE;9;Taxi;Línea;3;
21.01;450634,98;4478833,65;22-10-11;21  BARAJAS;21-01 ALAMEDA DE OSUNA;GALEON, CALLE, DEL;27;Taxi;Batería;5;
21.02;450992,89;4480495,02;25-02-05;21  BARAJAS;21-03 CASCO HISTÓRICO DE BARAJAS;MAYOR DE BARAJAS, PLAZA;2;Taxi;Batería;10;
21.04;450121,86;4478475,55;03-03-05;21  BARAJAS;21-01 ALAMEDA DE OSUNA;NAVIO, PLAZA, DEL;S/N;Taxi;Línea;4;
21.05;450126,03;4478194,53;03-03-05;21  BARAJAS;21-01 ALAMEDA DE OSUNA;MAR, PLAZA, DEL;1;Taxi;Línea;4;
21.07 a;447816,75;4479156,44;01-02-05;21  BARAJAS;21-05 CORRALEJOS;CAPITAL DE ESPAÑA MADRID, AVENIDA, DE LA;4;Taxi;Línea;5;
21.07 b;447805,33;4479221,09;01-02-05;21  BARAJAS;21-05 CORRALEJOS;CAPITAL DE ESPAÑA MADRID, AVENIDA, DE LA;6;Taxi;Línea;1;
21.08;447712,44;4479380,59;18-06-09;21  BARAJAS;21-05 CORRALEJOS;PARTENON, AVENIDA, DEL;10;Taxi;Línea;6;
21.09;449606,41;4477999,29;07-03-05;21  BARAJAS;21-01 ALAMEDA DE OSUNA;OBENQUE, CALLE, DEL;3;Taxi;Línea;3;
21.10;447378,56;4479232,93;02-01-12;21  BARAJAS;21-05 CORRALEJOS;RIBERA DEL LOIRA, CALLE, DE LA;S/N;Taxi;Línea;15;
21.11;447631,96;4479019,96;02-01-12;21  BARAJAS;21-05 CORRALEJOS;RIBERA DEL LOIRA, CALLE, DE LA;S/N;Taxi;Línea;12;
21.12;451626,67;4479403,11;01-12-04;21  BARAJAS;21-02 AEROPUERTO;BARAJAS, AEROPUERTO, DE;S/N;Taxi;Línea;404;
21.13;451700,7;4479900,22;01-12-04;21  BARAJAS;21-02 AEROPUERTO;BARAJAS, AEROPUERTO, DE;S/N;Taxi;Línea;1200;
21.14;449725,28;4482457,83;28-02-06;21  BARAJAS;21-04 TIMÓN;(Sin Asignar);S/N;Taxi;Línea;1360;
21.15;450666,02;4480726,4;14-01-11;21  BARAJAS;21-03 CASCO HISTÓRICO DE BARAJAS;PAJARONES, CALLE, DE LOS;18;Taxi;Línea;3;
21.16;450779,47;4480114,02;29-10-10;21  BARAJAS;21-03 CASCO HISTÓRICO DE BARAJAS;GENERAL, AVENIDA;36;Taxi;Línea;2;Laborables de Lunes a Viernes de 6  a 19 h.
21.17;447124,94;4479582,83;02-01-12;21  BARAJAS;21-05 CORRALEJOS;RIBERA DEL LOIRA, CALLE, DE LA;20;Taxi;Línea;8;
